Fecha,Departamento,Categoria,Producto,Unidad,Unidades,Precio_Unitario,Total_Venta
2018-08-01,Madre de Dios,Sanidad,clortevic,kg,102,46.48,4740.96
2018-08-01,Madre de Dios,Bioseguridad,dt foam,lt,95,58.49,5556.55
2018-08-01,Madre de Dios,Bioseguridad,prophyl,lt,100,147.1,14710.0
2018-08-01,Madre de Dios,Bioseguridad,vulkan s,lt,116,114.24,13251.84
2018-08-01,Madre de Dios,Accesorios,chupones,unidad,98,64.27,6298.46
2018-08-01,Madre de Dios,Accesorios,comederos,unidad,94,84.76,7967.4400000000005
2018-08-01,Madre de Dios,Accesorios,slats,unidad,102,67.7,6905.400000000001
2018-09-01,Arequipa,Nutricion,phyta value,kg,83,52.95,4394.85
2018-09-01,Arequipa,Nutricion,ingaprot,kg,82,125.68,10305.76
2018-09-01,Arequipa,Nutricion,inmunoprot,kg,93,83.05,7723.65
2018-09-01,Arequipa,Nutricion,fitamix,kg,94,69.65,6547.1
2018-09-01,Arequipa,Sanidad,norax s plus,kg,102,149.61,15260.220000000001
2018-09-01,Arequipa,Sanidad,tiamuvic,kg,98,112.33,11008.34
2018-09-01,Arequipa,Sanidad,florfevic,kg,96,79.06,7589.76
2018-09-01,Arequipa,Sanidad,clortevic,kg,107,130.0,13910.0
2018-09-01,Arequipa,Bioseguridad,dt foam,lt,107,38.89,4161.2300000000005
2018-09-01,Arequipa,Bioseguridad,prophyl,lt,92,23.9,2198.7999999999997
2018-09-01,Arequipa,Bioseguridad,vulkan s,lt,97,143.91,13959.27
2018-09-01,Arequipa,Accesorios,chupones,unidad,100,91.13,9113.0
2018-09-01,Arequipa,Accesorios,comederos,unidad,75,94.82,7111.499999999999
2018-09-01,Arequipa,Accesorios,slats,unidad,91,46.15,4199.65
2018-09-01,Moquegua,Nutricion,phyta value,kg,117,120.73,14125.41
2018-09-01,Moquegua,Nutricion,ingaprot,kg,97,80.36,7794.92
2018-09-01,Moquegua,Nutricion,inmunoprot,kg,92,23.96,2204.32
2018-09-01,Moquegua,Nutricion,fitamix,kg,87,117.72,10241.64
2018-09-01,Moquegua,Sanidad,norax s plus,kg,98,68.1,6673.799999999999
2018-09-01,Moquegua,Sanidad,tiamuvic,kg,107,119.23,12757.61
2018-09-01,Moquegua,Sanidad,florfevic,kg,107,63.94,6841.58
2018-09-01,Moquegua,Sanidad,clortevic,kg,99,118.14,11695.86
2018-09-01,Moquegua,Bioseguridad,dt foam,lt,95,71.88,6828.599999999999
2018-09-01,Moquegua,Bioseguridad,prophyl,lt,103,29.23,3010.69
2018-09-01,Moquegua,Bioseguridad,vulkan s,lt,100,86.72,8672.0
2018-09-01,Moquegua,Accesorios,chupones,unidad,113,31.21,3526.73
2018-09-01,Moquegua,Accesorios,comederos,unidad,120,94.93,11391.6
2018-09-01,Moquegua,Accesorios,slats,unidad,109,113.1,12327.9
2018-09-01,Tacna,Nutricion,phyta value,kg,87,38.81,3376.4700000000003
2018-09-01,Tacna,Nutricion,ingaprot,kg,110,113.26,12458.6
2018-09-01,Tacna,Nutricion,inmunoprot,kg,121,90.2,10914.2
2018-09-01,Tacna,Nutricion,fitamix,kg,99,81.84,8102.160000000001
2018-09-01,Tacna,Sanidad,norax s plus,kg,114,105.47,12023.58
2018-09-01,Tacna,Sanidad,tiamuvic,kg,115,145.03,16678.45
2018-09-01,Tacna,Sanidad,florfevic,kg,97,112.27,10890.19
2018-09-01,Tacna,Sanidad,clortevic,kg,123,117.0,14391.0
2018-09-01,Tacna,Bioseguridad,dt foam,lt,101,120.96,12216.96
2018-09-01,Tacna,Bioseguridad,prophyl,lt,101,61.98,6259.98
2018-09-01,Tacna,Bioseguridad,vulkan s,lt,99,72.64,7191.36
2018-09-01,Tacna,Accesorios,chupones,unidad,100,73.44,7344.0
2018-09-01,Tacna,Accesorios,comederos,unidad,96,73.2,7027.200000000001
2018-09-01,Tacna,Accesorios,slats,unidad,101,84.63,8547.63
2018-09-01,Cuzco,Nutricion,phyta value,kg,87,41.98,3652.2599999999998
2018-09-01,Cuzco,Nutricion,ingaprot,kg,87,98.64,8581.68
2018-09-01,Cuzco,Nutricion,inmunoprot,kg,105,138.17,14507.849999999999
2018-09-01,Cuzco,Nutricion,fitamix,kg,104,67.91,7062.639999999999
2018-09-01,Cuzco,Sanidad,norax s plus,kg,112,55.23,6185.759999999999
2018-09-01,Cuzco,Sanidad,tiamuvic,kg,93,131.2,12201.599999999999
2018-09-01,Cuzco,Sanidad,florfevic,kg,70,55.61,3892.7
2018-09-01,Cuzco,Sanidad,clortevic,kg,90,123.73,11135.7
2018-09-01,Cuzco,Bioseguridad,dt foam,lt,102,75.81,7732.62
2018-09-01,Cuzco,Bioseguridad,prophyl,lt,97,107.9,10466.300000000001
2018-09-01,Cuzco,Bioseguridad,vulkan s,lt,106,114.7,12158.2
2018-09-01,Cuzco,Accesorios,chupones,unidad,110,32.13,3534.3
2018-09-01,Cuzco,Accesorios,comederos,unidad,105,142.93,15007.650000000001
2018-09-01,Cuzco,Accesorios,slats,unidad,98,81.92,8028.16
2018-09-01,Puno,Nutricion,phyta value,kg,119,85.15,10132.85
2018-09-01,Puno,Nutricion,ingaprot,kg,106,95.79,10153.74
2018-09-01,Puno,Nutricion,inmunoprot,kg,80,23.05,1844.0
2018-09-01,Puno,Nutricion,fitamix,kg,95,138.4,13148.0
2018-09-01,Puno,Sanidad,norax s plus,kg,112,32.09,3594.0800000000004
2018-09-01,Puno,Sanidad,tiamuvic,kg,103,54.63,5626.89
2018-09-01,Puno,Sanidad,florfevic,kg,97,69.91,6781.2699999999995
2018-09-01,Puno,Sanidad,clortevic,kg,107,35.94,3845.58
2018-09-01,Puno,Bioseguridad,dt foam,lt,118,115.48,13626.640000000001
2018-09-01,Puno,Bioseguridad,prophyl,lt,96,33.07,3174.7200000000003
2018-09-01,Puno,Bioseguridad,vulkan s,lt,100,63.52,6352.0
2018-09-01,Puno,Accesorios,chupones,unidad,106,111.51,11820.060000000001
2018-09-01,Puno,Accesorios,comederos,unidad,100,83.6,8360.0
2018-09-01,Puno,Accesorios,slats,unidad,98,60.0,5880.0
2018-09-01,Madre de Dios,Nutricion,phyta value,kg,92,120.21,11059.32
2018-09-01,Madre de Dios,Nutricion,ingaprot,kg,95,41.98,3988.1
2018-09-01,Madre de Dios,Nutricion,inmunoprot,kg,109,78.99,8609.91
2018-09-01,Madre de Dios,Nutricion,fitamix,kg,100,102.33,10233.0
2018-09-01,Madre de Dios,Sanidad,norax s plus,kg,110,58.54,6439.4
2018-09-01,Madre de Dios,Sanidad,tiamuvic,kg,93,57.59,5355.87
2018-09-01,Madre de Dios,Sanidad,florfevic,kg,94,106.28,9990.32
2018-09-01,Madre de Dios,Sanidad,clortevic,kg,96,63.7,6115.200000000001
2018-09-01,Madre de Dios,Bioseguridad,dt foam,lt,94,23.08,2169.52
2018-09-01,Madre de Dios,Bioseguridad,prophyl,lt,83,142.58,11834.140000000001
2018-09-01,Madre de Dios,Bioseguridad,vulkan s,lt,107,130.02,13912.140000000001
2018-09-01,Madre de Dios,Accesorios,chupones,unidad,107,126.64,13550.48
2018-09-01,Madre de Dios,Accesorios,comederos,unidad,97,86.56,8396.32
2018-09-01,Madre de Dios,Accesorios,slats,unidad,101,93.46,9439.46
2018-10-01,Arequipa,Nutricion,phyta value,kg,113,142.65,16119.45
2018-10-01,Arequipa,Nutricion,ingaprot,kg,85,84.36,7170.6
2018-10-01,Arequipa,Nutricion,inmunoprot,kg,112,117.24,13130.88
2018-10-01,Arequipa,Nutricion,fitamix,kg,87,115.13,10016.31
2018-10-01,Arequipa,Sanidad,norax s plus,kg,89,54.43,4844.2699999999995
2018-10-01,Arequipa,Sanidad,tiamuvic,kg,95,67.82,6442.9
2018-10-01,Arequipa,Sanidad,florfevic,kg,102,124.65,12714.300000000001
2018-10-01,Arequipa,Sanidad,clortevic,kg,96,114.3,10972.8
2018-10-01,Arequipa,Bioseguridad,dt foam,lt,91,100.11,9110.01
2018-10-01,Arequipa,Bioseguridad,prophyl,lt,98,142.5,13965.0
2018-10-01,Arequipa,Bioseguridad,vulkan s,lt,108,63.9,6901.2
2018-10-01,Arequipa,Accesorios,chupones,unidad,110,119.55,13150.5
2018-10-01,Arequipa,Accesorios,comederos,unidad,98,70.24,6883.5199999999995
2018-10-01,Arequipa,Accesorios,slats,unidad,91,146.88,13366.08
2018-10-01,Moquegua,Nutricion,phyta value,kg,94,107.62,10116.28
2018-10-01,Moquegua,Nutricion,ingaprot,kg,101,119.03,12022.03
2018-10-01,Moquegua,Nutricion,inmunoprot,kg,104,34.61,3599.44
2018-10-01,Moquegua,Nutricion,fitamix,kg,95,46.22,4390.9
2018-10-01,Moquegua,Sanidad,norax s plus,kg,82,128.61,10546.02
2018-10-01,Moquegua,Sanidad,tiamuvic,kg,89,109.28,9725.92
2018-10-01,Moquegua,Sanidad,florfevic,kg,101,74.5,7524.5
2018-10-01,Moquegua,Sanidad,clortevic,kg,90,85.67,7710.3
2018-10-01,Moquegua,Bioseguridad,dt foam,lt,101,122.88,12410.88
2018-10-01,Moquegua,Bioseguridad,prophyl,lt,102,44.93,4582.86
2018-10-01,Moquegua,Bioseguridad,vulkan s,lt,82,110.39,9051.98
2018-10-01,Moquegua,Accesorios,chupones,unidad,97,58.74,5697.78
2018-10-01,Moquegua,Accesorios,comederos,unidad,102,89.53,9132.06
2018-10-01,Moquegua,Accesorios,slats,unidad,113,54.58,6167.54
2018-10-01,Tacna,Nutricion,phyta value,kg,99,143.38,14194.619999999999
2018-10-01,Tacna,Nutricion,ingaprot,kg,107,21.05,2252.35
2018-10-01,Tacna,Nutricion,inmunoprot,kg,100,109.3,10930.0
2018-10-01,Tacna,Nutricion,fitamix,kg,94,59.12,5557.28
2018-10-01,Tacna,Sanidad,norax s plus,kg,89,50.2,4467.8
2018-10-01,Tacna,Sanidad,tiamuvic,kg,101,86.09,8695.09
2018-10-01,Tacna,Sanidad,florfevic,kg,88,118.01,10384.880000000001
2018-10-01,Tacna,Sanidad,clortevic,kg,86,29.21,2512.06
2018-10-01,Tacna,Bioseguridad,dt foam,lt,103,88.59,9124.77
2018-10-01,Tacna,Bioseguridad,prophyl,lt,100,91.38,9138.0
2018-10-01,Tacna,Bioseguridad,vulkan s,lt,102,143.38,14624.76
2018-10-01,Tacna,Accesorios,chupones,unidad,109,129.75,14142.75
2018-10-01,Tacna,Accesorios,comederos,unidad,98,126.98,12444.04
2018-10-01,Tacna,Accesorios,slats,unidad,90,57.78,5200.2
2018-10-01,Cuzco,Nutricion,phyta value,kg,94,114.32,10746.08
2018-10-01,Cuzco,Nutricion,ingaprot,kg,91,112.98,10281.18
2018-10-01,Cuzco,Nutricion,inmunoprot,kg,89,50.88,4528.320000000001
2018-10-01,Cuzco,Nutricion,fitamix,kg,96,25.79,2475.84
2018-10-01,Cuzco,Sanidad,norax s plus,kg,95,78.31,7439.45
2018-10-01,Cuzco,Sanidad,tiamuvic,kg,104,44.56,4634.24
2018-10-01,Cuzco,Sanidad,florfevic,kg,112,69.43,7776.160000000001
2018-10-01,Cuzco,Sanidad,clortevic,kg,113,64.42,7279.46
2018-10-01,Cuzco,Bioseguridad,dt foam,lt,105,115.63,12141.15
2018-10-01,Cuzco,Bioseguridad,prophyl,lt,100,144.1,14410.0
2018-10-01,Cuzco,Bioseguridad,vulkan s,lt,100,80.45,8045.0
2018-10-01,Cuzco,Accesorios,chupones,unidad,106,46.91,4972.46
2018-10-01,Cuzco,Accesorios,comederos,unidad,117,147.25,17228.25
2018-10-01,Cuzco,Accesorios,slats,unidad,114,33.77,3849.78
2018-10-01,Puno,Nutricion,phyta value,kg,86,99.84,8586.24
2018-10-01,Puno,Nutricion,ingaprot,kg,104,44.22,4598.88
2018-10-01,Puno,Nutricion,inmunoprot,kg,85,85.18,7240.3
2018-10-01,Puno,Nutricion,fitamix,kg,75,43.29,3246.75
2018-10-01,Puno,Sanidad,norax s plus,kg,104,84.39,8776.56
2018-10-01,Puno,Sanidad,tiamuvic,kg,98,47.92,4696.16
2018-10-01,Puno,Sanidad,florfevic,kg,100,92.39,9239.0
2018-10-01,Puno,Sanidad,clortevic,kg,118,80.28,9473.04
2018-10-01,Puno,Bioseguridad,dt foam,lt,84,57.47,4827.48
2018-10-01,Puno,Bioseguridad,prophyl,lt,89,89.2,7938.8
2018-10-01,Puno,Bioseguridad,vulkan s,lt,82,101.09,8289.380000000001
2018-10-01,Puno,Accesorios,chupones,unidad,90,113.64,10227.6
2018-10-01,Puno,Accesorios,comederos,unidad,101,61.9,6251.9
2018-10-01,Puno,Accesorios,slats,unidad,103,107.33,11054.99
2018-10-01,Madre de Dios,Nutricion,phyta value,kg,82,135.81,11136.42
2018-10-01,Madre de Dios,Nutricion,ingaprot,kg,122,141.34,17243.48
2018-10-01,Madre de Dios,Nutricion,inmunoprot,kg,96,74.39,7141.4400000000005
2018-10-01,Madre de Dios,Nutricion,fitamix,kg,98,120.68,11826.640000000001
2018-10-01,Madre de Dios,Sanidad,norax s plus,kg,90,65.24,5871.599999999999
2018-10-01,Madre de Dios,Sanidad,tiamuvic,kg,99,33.96,3362.04
2018-10-01,Madre de Dios,Sanidad,florfevic,kg,88,81.13,7139.44
2018-10-01,Madre de Dios,Sanidad,clortevic,kg,124,143.01,17733.239999999998
2018-10-01,Madre de Dios,Bioseguridad,dt foam,lt,107,103.89,11116.23
2018-10-01,Madre de Dios,Bioseguridad,prophyl,lt,111,85.62,9503.82
2018-10-01,Madre de Dios,Bioseguridad,vulkan s,lt,106,128.26,13595.56
2018-10-01,Madre de Dios,Accesorios,chupones,unidad,82,89.42,7332.4400000000005
2018-10-01,Madre de Dios,Accesorios,comederos,unidad,96,100.71,9668.16
2018-10-01,Madre de Dios,Accesorios,slats,unidad,114,127.21,14501.939999999999
2018-11-01,Arequipa,Nutricion,phyta value,kg,97,28.0,2716.0
2018-11-01,Arequipa,Nutricion,ingaprot,kg,78,63.84,4979.52
2018-11-01,Arequipa,Nutricion,inmunoprot,kg,107,26.61,2847.27
2018-11-01,Arequipa,Nutricion,fitamix,kg,91,91.19,8298.289999999999
2018-11-01,Arequipa,Sanidad,norax s plus,kg,88,142.69,12556.72
2018-11-01,Arequipa,Sanidad,tiamuvic,kg,110,72.85,8013.499999999999
2018-11-01,Arequipa,Sanidad,florfevic,kg,96,86.33,8287.68
2018-11-01,Arequipa,Sanidad,clortevic,kg,87,71.6,6229.2
2018-11-01,Arequipa,Bioseguridad,dt foam,lt,93,84.71,7878.03
2018-11-01,Arequipa,Bioseguridad,prophyl,lt,95,71.81,6821.95
2018-11-01,Arequipa,Bioseguridad,vulkan s,lt,89,104.98,9343.220000000001
2018-11-01,Arequipa,Accesorios,chupones,unidad,109,84.16,9173.44
2018-11-01,Arequipa,Accesorios,comederos,unidad,91,110.96,10097.359999999999
2018-11-01,Arequipa,Accesorios,slats,unidad,92,33.57,3088.44
2018-11-01,Moquegua,Nutricion,phyta value,kg,107,77.48,8290.36
2018-11-01,Moquegua,Nutricion,ingaprot,kg,82,116.41,9545.619999999999
2018-11-01,Moquegua,Nutricion,inmunoprot,kg,97,97.4,9447.800000000001
2018-11-01,Moquegua,Nutricion,fitamix,kg,113,70.11,7922.43
2018-11-01,Moquegua,Sanidad,norax s plus,kg,88,33.74,2969.1200000000003
2018-11-01,Moquegua,Sanidad,tiamuvic,kg,105,45.86,4815.3
2018-11-01,Moquegua,Sanidad,florfevic,kg,119,76.91,9152.289999999999
2018-11-01,Moquegua,Sanidad,clortevic,kg,100,37.18,3718.0
2018-11-01,Moquegua,Bioseguridad,dt foam,lt,96,121.71,11684.16
2018-11-01,Moquegua,Bioseguridad,prophyl,lt,101,46.08,4654.08
2018-11-01,Moquegua,Bioseguridad,vulkan s,lt,93,52.41,4874.13
2018-11-01,Moquegua,Accesorios,chupones,unidad,91,93.15,8476.65
2018-11-01,Moquegua,Accesorios,comederos,unidad,121,103.42,12513.82
2018-11-01,Moquegua,Accesorios,slats,unidad,110,53.15,5846.5
2018-11-01,Tacna,Nutricion,phyta value,kg,93,59.71,5553.03
2018-11-01,Tacna,Nutricion,ingaprot,kg,107,48.51,5190.57
2018-11-01,Tacna,Nutricion,inmunoprot,kg,106,79.19,8394.14
2018-11-01,Tacna,Nutricion,fitamix,kg,106,40.79,4323.74
2018-11-01,Tacna,Sanidad,norax s plus,kg,97,143.25,13895.25
2018-11-01,Tacna,Sanidad,tiamuvic,kg,81,62.76,5083.5599999999995
2018-11-01,Tacna,Sanidad,florfevic,kg,100,60.69,6069.0
2018-11-01,Tacna,Sanidad,clortevic,kg,110,78.58,8643.8
2018-11-01,Tacna,Bioseguridad,dt foam,lt,93,69.8,6491.4
2018-11-01,Tacna,Bioseguridad,prophyl,lt,98,130.05,12744.900000000001
2018-11-01,Tacna,Bioseguridad,vulkan s,lt,98,50.02,4901.96
2018-11-01,Tacna,Accesorios,chupones,unidad,107,125.17,13393.19
2018-11-01,Tacna,Accesorios,comederos,unidad,109,113.03,12320.27
2018-11-01,Tacna,Accesorios,slats,unidad,110,42.44,4668.4
2018-11-01,Cuzco,Nutricion,phyta value,kg,96,44.45,4267.200000000001
2018-11-01,Cuzco,Nutricion,ingaprot,kg,112,49.44,5537.28
2018-11-01,Cuzco,Nutricion,inmunoprot,kg,99,47.96,4748.04
2018-11-01,Cuzco,Nutricion,fitamix,kg,93,113.4,10546.2
2018-11-01,Cuzco,Sanidad,norax s plus,kg,108,112.83,12185.64
2018-11-01,Cuzco,Sanidad,tiamuvic,kg,107,145.6,15579.199999999999
2018-11-01,Cuzco,Sanidad,florfevic,kg,110,44.2,4862.0
2018-11-01,Cuzco,Sanidad,clortevic,kg,87,117.26,10201.62
2018-11-01,Cuzco,Bioseguridad,dt foam,lt,99,117.01,11583.99
2018-11-01,Cuzco,Bioseguridad,prophyl,lt,103,22.39,2306.17
2018-11-01,Cuzco,Bioseguridad,vulkan s,lt,94,21.21,1993.74
2018-11-01,Cuzco,Accesorios,chupones,unidad,105,109.44,11491.199999999999
2018-11-01,Cuzco,Accesorios,comederos,unidad,109,24.68,2690.12
2018-11-01,Cuzco,Accesorios,slats,unidad,119,33.84,4026.9600000000005
2018-11-01,Puno,Nutricion,phyta value,kg,100,48.81,4881.0
2018-11-01,Puno,Nutricion,ingaprot,kg,93,148.92,13849.56
2018-11-01,Puno,Nutricion,inmunoprot,kg,90,140.28,12625.2
2018-11-01,Puno,Nutricion,fitamix,kg,91,118.92,10821.72
2018-11-01,Puno,Sanidad,norax s plus,kg,108,42.83,4625.639999999999
2018-11-01,Puno,Sanidad,tiamuvic,kg,98,80.43,7882.14
2018-11-01,Puno,Sanidad,florfevic,kg,97,67.48,6545.56
2018-11-01,Puno,Sanidad,clortevic,kg,97,141.93,13767.210000000001
2018-11-01,Puno,Bioseguridad,dt foam,lt,101,31.6,3191.6000000000004
2018-11-01,Puno,Bioseguridad,prophyl,lt,91,22.6,2056.6
2018-11-01,Puno,Bioseguridad,vulkan s,lt,92,21.94,2018.48
2018-11-01,Puno,Accesorios,chupones,unidad,93,94.51,8789.43
2018-11-01,Puno,Accesorios,comederos,unidad,118,73.92,8722.56
2018-11-01,Puno,Accesorios,slats,unidad,119,46.0,5474.0
2018-11-01,Madre de Dios,Nutricion,phyta value,kg,87,92.78,8071.86
2018-11-01,Madre de Dios,Nutricion,ingaprot,kg,109,101.28,11039.52
2018-11-01,Madre de Dios,Nutricion,inmunoprot,kg,86,52.74,4535.64
2018-11-01,Madre de Dios,Nutricion,fitamix,kg,106,79.85,8464.099999999999
2018-11-01,Madre de Dios,Sanidad,norax s plus,kg,96,102.73,9862.08
2018-11-01,Madre de Dios,Sanidad,tiamuvic,kg,108,45.79,4945.32
2018-11-01,Madre de Dios,Sanidad,florfevic,kg,100,81.84,8184.0
2018-11-01,Madre de Dios,Sanidad,clortevic,kg,101,105.96,10701.96
2018-11-01,Madre de Dios,Bioseguridad,dt foam,lt,97,41.13,3989.61
2018-11-01,Madre de Dios,Bioseguridad,prophyl,lt,92,125.43,11539.560000000001
2018-11-01,Madre de Dios,Bioseguridad,vulkan s,lt,94,35.0,3290.0
2018-11-01,Madre de Dios,Accesorios,chupones,unidad,97,67.8,6576.599999999999
2018-11-01,Madre de Dios,Accesorios,comederos,unidad,103,103.97,10708.91
2018-11-01,Madre de Dios,Accesorios,slats,unidad,133,94.61,12583.13
2018-12-01,Arequipa,Nutricion,phyta value,kg,113,30.21,3413.73
2018-12-01,Arequipa,Nutricion,ingaprot,kg,102,40.14,4094.28
2018-12-01,Arequipa,Nutricion,inmunoprot,kg,112,141.33,15828.960000000001
2018-12-01,Arequipa,Nutricion,fitamix,kg,110,20.65,2271.5
2018-12-01,Arequipa,Sanidad,norax s plus,kg,98,138.4,13563.2
2018-12-01,Arequipa,Sanidad,tiamuvic,kg,89,87.19,7759.91
2018-12-01,Arequipa,Sanidad,florfevic,kg,93,97.88,9102.84
2018-12-01,Arequipa,Sanidad,clortevic,kg,84,68.39,5744.76
2018-12-01,Arequipa,Bioseguridad,dt foam,lt,107,74.97,8021.79
2018-12-01,Arequipa,Bioseguridad,prophyl,lt,102,141.7,14453.4
2018-12-01,Arequipa,Bioseguridad,vulkan s,lt,79,135.87,10733.73
2018-12-01,Arequipa,Accesorios,chupones,unidad,110,58.47,6431.7
2018-12-01,Arequipa,Accesorios,comederos,unidad,107,125.54,13432.78
2018-12-01,Arequipa,Accesorios,slats,unidad,107,33.03,3534.21
2018-12-01,Moquegua,Nutricion,phyta value,kg,107,128.02,13698.140000000001
2018-12-01,Moquegua,Nutricion,ingaprot,kg,75,68.49,5136.75
2018-12-01,Moquegua,Nutricion,inmunoprot,kg,88,139.26,12254.88
2018-12-01,Moquegua,Nutricion,fitamix,kg,97,20.03,1942.91
2018-12-01,Moquegua,Sanidad,norax s plus,kg,89,62.66,5576.74
2018-12-01,Moquegua,Sanidad,tiamuvic,kg,116,98.83,11464.28
2018-12-01,Moquegua,Sanidad,florfevic,kg,99,35.93,3557.07
2018-12-01,Moquegua,Sanidad,clortevic,kg,91,76.41,6953.3099999999995
2018-12-01,Moquegua,Bioseguridad,dt foam,lt,93,98.64,9173.52
2018-12-01,Moquegua,Bioseguridad,prophyl,lt,103,31.94,3289.82
2018-12-01,Moquegua,Bioseguridad,vulkan s,lt,111,49.57,5502.27
2018-12-01,Moquegua,Accesorios,chupones,unidad,85,108.03,9182.55
2018-12-01,Moquegua,Accesorios,comederos,unidad,113,142.02,16048.260000000002
2018-12-01,Moquegua,Accesorios,slats,unidad,78,105.97,8265.66
2018-12-01,Tacna,Nutricion,phyta value,kg,94,63.02,5923.88
2018-12-01,Tacna,Nutricion,ingaprot,kg,93,77.22,7181.46
2018-12-01,Tacna,Nutricion,inmunoprot,kg,100,70.33,7033.0
2018-12-01,Tacna,Nutricion,fitamix,kg,92,65.43,6019.56
2018-12-01,Tacna,Sanidad,norax s plus,kg,107,106.7,11416.9
2018-12-01,Tacna,Sanidad,tiamuvic,kg,92,94.19,8665.48
2018-12-01,Tacna,Sanidad,florfevic,kg,99,83.93,8309.070000000002
2018-12-01,Tacna,Sanidad,clortevic,kg,102,34.25,3493.5
2018-12-01,Tacna,Bioseguridad,dt foam,lt,108,28.66,3095.28
2018-12-01,Tacna,Bioseguridad,prophyl,lt,80,44.21,3536.8
2018-12-01,Tacna,Bioseguridad,vulkan s,lt,100,143.58,14358.000000000002
2018-12-01,Tacna,Accesorios,chupones,unidad,104,98.43,10236.720000000001
2018-12-01,Tacna,Accesorios,comederos,unidad,94,133.15,12516.1
2018-12-01,Tacna,Accesorios,slats,unidad,102,58.14,5930.28
2018-12-01,Cuzco,Nutricion,phyta value,kg,98,81.24,7961.5199999999995
2018-12-01,Cuzco,Nutricion,ingaprot,kg,110,131.5,14465.0
2018-12-01,Cuzco,Nutricion,inmunoprot,kg,97,68.57,6651.289999999999
2018-12-01,Cuzco,Nutricion,fitamix,kg,95,98.94,9399.3
2018-12-01,Cuzco,Sanidad,norax s plus,kg,99,24.17,2392.8300000000004
2018-12-01,Cuzco,Sanidad,tiamuvic,kg,104,118.73,12347.92
2018-12-01,Cuzco,Sanidad,florfevic,kg,114,140.62,16030.68
2018-12-01,Cuzco,Sanidad,clortevic,kg,95,21.83,2073.85
2018-12-01,Cuzco,Bioseguridad,dt foam,lt,85,43.02,3656.7000000000003
2018-12-01,Cuzco,Bioseguridad,prophyl,lt,115,107.39,12349.85
2018-12-01,Cuzco,Bioseguridad,vulkan s,lt,105,136.17,14297.849999999999
2018-12-01,Cuzco,Accesorios,chupones,unidad,94,32.97,3099.18
2018-12-01,Cuzco,Accesorios,comederos,unidad,117,49.24,5761.08
2018-12-01,Cuzco,Accesorios,slats,unidad,102,100.52,10253.039999999999
2018-12-01,Puno,Nutricion,phyta value,kg,92,118.43,10895.560000000001
2018-12-01,Puno,Nutricion,ingaprot,kg,99,73.28,7254.72
2018-12-01,Puno,Nutricion,inmunoprot,kg,101,78.19,7897.19
2018-12-01,Puno,Nutricion,fitamix,kg,109,61.17,6667.53
2018-12-01,Puno,Sanidad,norax s plus,kg,92,95.82,8815.439999999999
2018-12-01,Puno,Sanidad,tiamuvic,kg,91,105.0,9555.0
2018-12-01,Puno,Sanidad,florfevic,kg,105,85.46,8973.3
2018-12-01,Puno,Sanidad,clortevic,kg,110,59.48,6542.799999999999
2018-12-01,Puno,Bioseguridad,dt foam,lt,90,27.39,2465.1
2018-12-01,Puno,Bioseguridad,prophyl,lt,102,84.61,8630.22
2018-12-01,Puno,Bioseguridad,vulkan s,lt,107,118.45,12674.15
2018-12-01,Puno,Accesorios,chupones,unidad,91,40.98,3729.18
2018-12-01,Puno,Accesorios,comederos,unidad,96,127.63,12252.48
2018-12-01,Puno,Accesorios,slats,unidad,96,113.71,10916.16
2018-12-01,Madre de Dios,Nutricion,phyta value,kg,92,146.37,13466.04
2018-12-01,Madre de Dios,Nutricion,ingaprot,kg,95,48.94,4649.3
2018-12-01,Madre de Dios,Nutricion,inmunoprot,kg,93,61.55,5724.15
2018-12-01,Madre de Dios,Nutricion,fitamix,kg,89,24.65,2193.85
2018-12-01,Madre de Dios,Sanidad,norax s plus,kg,106,32.25,3418.5
2018-12-01,Madre de Dios,Sanidad,tiamuvic,kg,89,99.64,8867.960000000001
2018-12-01,Madre de Dios,Sanidad,florfevic,kg,84,22.67,1904.2800000000002
2018-12-01,Madre de Dios,Sanidad,clortevic,kg,92,113.41,10433.72
2018-12-01,Madre de Dios,Bioseguridad,dt foam,lt,82,84.09,6895.38
2018-12-01,Madre de Dios,Bioseguridad,prophyl,lt,112,108.64,12167.68
2018-12-01,Madre de Dios,Bioseguridad,vulkan s,lt,104,25.13,2613.52
2018-12-01,Madre de Dios,Accesorios,chupones,unidad,104,91.95,9562.800000000001
2018-12-01,Madre de Dios,Accesorios,comederos,unidad,118,101.24,11946.32
2018-12-01,Madre de Dios,Accesorios,slats,unidad,109,87.51,9538.59
2019-01-01,Arequipa,Nutricion,phyta value,kg,112,135.53,15179.36
2019-01-01,Arequipa,Nutricion,ingaprot,kg,92,26.91,2475.72
2019-01-01,Arequipa,Nutricion,inmunoprot,kg,109,49.79,5427.11
2019-01-01,Arequipa,Nutricion,fitamix,kg,92,128.41,11813.72
2019-01-01,Arequipa,Sanidad,norax s plus,kg,101,81.66,8247.66
2019-01-01,Arequipa,Sanidad,tiamuvic,kg,97,36.33,3524.0099999999998
2019-01-01,Arequipa,Sanidad,florfevic,kg,98,84.76,8306.480000000001
2019-01-01,Arequipa,Sanidad,clortevic,kg,99,38.19,3780.81
2019-01-01,Arequipa,Bioseguridad,dt foam,lt,100,43.96,4396.0
2019-01-01,Arequipa,Bioseguridad,prophyl,lt,81,75.57,6121.169999999999
